h3_d,traffic_ct,geometry
872a144e5ffffff,8,"POLYGON ((-73.61692350879981 41.8252956345155, -73.632036503171 41.81869701039858, -73.63163751604226 41.8062122251408, -73.61613376037828 41.80032601590813, -73.60102468534728 41.806921200070924, -73.60141544652244 41.819406032423785, -73.61692350879981 41.8252956345155))"
872a15456ffffff,27,"POLYGON ((-72.82263995774375 40.928005531720366, -72.83756379172723 40.921576946861315, -72.83738188122615 40.90922981392414, -72.82228405003217 40.903311336858486, -72.80736417819953 40.9097365862331, -72.80753817540703 40.92208364718887, -72.82263995774375 40.928005531720366))"
872a16a04ffffff,1,"POLYGON ((-74.00902741247224 41.665694770748075, -74.02403769840723 41.659055451779004, -74.02353505276675 41.64659385426754, -74.00803028921547 41.64077146642394, -73.99302379727536 41.64740732344622, -73.99351827471924 41.659869029267426, -74.00902741247224 41.665694770748075))"
872b886c0ffffff,9,"POLYGON ((-75.19381334608008 43.196617575959735, -75.2091636356927 43.18970875192716, -75.20831592383372 43.17703053412863, -75.19212663258914 43.17126084368297, -75.17678007277898 43.17816604645667, -75.1776190740341 43.19084455990012, -75.19381334608008 43.196617575959735))"
872a16583ffffff,7,"POLYGON ((-75.23782959285197 41.98298184090064, -75.2527753758315 41.97615668270185, -75.25193789842194 41.963650871774796, -75.23616290119493 41.95796991843695, -75.2212206453972 41.964791511722794, -75.22204985929002 41.977297622263166, -75.23782959285197 41.98298184090064))"
872a16a12ffffff,3,"POLYGON ((-74.13111838924411 41.662375556516956, -74.14611153701415 41.65572030679619, -74.14557622354833 41.6432591898779, -74.13005592830704 41.637453194438315, -74.11506654312215 41.64410497333661, -74.11559369040357 41.65656621750582, -74.13111838924411 41.662375556516956))"
872b8e32dffffff,2,"POLYGON ((-75.15205162851541 44.25257571758471, -75.16776775146035 44.245599453312806, -75.1669119075134 44.23277954424853, -75.15034906472906 44.226935607009885, -75.13463686052631 44.23390820236743, -75.1354835799688 44.24672840280771, -75.15205162851541 44.25257571758471))"
872a1006effffff,191,"POLYGON ((-73.61326178913423 40.745296411270445, -73.62802996350044 40.73877747647451, -73.62764114194448 40.72645576695316, -73.61249200034173 40.7206529420262, -73.59772756917478 40.72716848898409, -73.59810853630202 40.73949024774256, -73.61326178913423 40.745296411270445))"
872b8c25dffffff,2,"POLYGON ((-73.70444621564295 44.00556105292832, -73.72028136649352 43.998803219239775, -73.71983813111305 43.98601327701087, -73.70356878883683 43.97998111121598, -73.68773792298025 43.98673539680869, -73.68817211425568 43.999525395225234, -73.70444621564295 44.00556105292832))"
872ab5304ffffff,13,"POLYGON ((-79.66696313064195 42.167315707561556, -79.68128416158117 42.159913324072264, -79.67924950562553 42.14743778009808, -79.6629019347274 42.14236363399258, -79.64858323947252 42.14976219902675, -79.65060977843963 42.162238727682585, -79.66696313064195 42.167315707561556))"
872a144f3ffffff,1,"POLYGON ((-73.73942290440598 41.8223942779516, -73.75451908665971 41.81577947874566, -73.75408719892427 41.80329492953702, -73.73856735344215 41.7974251123753, -73.72347505914068 41.80403646240724, -73.72389872223378 41.81652107777833, -73.73942290440598 41.8223942779516))"
872b8c271ffffff,29,"POLYGON ((-73.67491617553331 44.08305947203815, -73.69078240938777 44.07630088908474, -73.6903467463666 44.06350075156912, -73.67405392446504 44.05745914469464, -73.65819199848217 44.06421417836505, -73.65861858638324 44.077014367123375, -73.67491617553331 44.08305947203815))"
872aa6016ffffff,3,"POLYGON ((-78.52218590731641 42.532824722491746, -78.53681038141994 42.52553260320039, -78.53506927018759 42.5129830325536, -78.51871200876862 42.50772476579964, -78.50409023555277 42.51501309920283, -78.50582302201569 42.527563484275305, -78.52218590731641 42.532824722491746))"
872a10042ffffff,63,"POLYGON ((-73.70303720066792 40.74312318949386, -73.71779335180605 40.73659273114061, -73.71738096872183 40.724271196672944, -73.70222028791507 40.71848005668599, -73.68746785802404 40.72500712059033, -73.68787238757132 40.7373287179662, -73.70303720066792 40.74312318949386))"
872a1546cffffff,4,"POLYGON ((-72.64207723891697 40.89386816576283, -72.6570120152911 40.88746593537309, -72.65687779558976 40.875124993100684, -72.64181669972321 40.869186379595455, -72.62688592244929 40.87558529053997, -72.62701224196323 40.887926133467545, -72.64207723891697 40.89386816576283))"
872a10054ffffff,1026,"POLYGON ((-73.7342125721935 40.77936208751986, -73.74897616316282 40.772824834132024, -73.74855526409783 40.76049765438499, -73.73337863952567 40.75470765948506, -73.7186187680257 40.761241514332745, -73.71903180150271 40.77356876165513, -73.7342125721935 40.77936208751986))"
872b9ba55ffffff,4,"POLYGON ((-78.6749007112407 43.171047160518214, -78.68970411689439 43.163682377707694, -78.68789669073784 43.151046676048374, -78.6712944069614 43.14577491008216, -78.656493733412 43.1531358660411, -78.65829261062318 43.16577241382829, -78.6749007112407 43.171047160518214))"
872a10765ffffff,523,"POLYGON ((-73.89410321817935 40.6458069285649, -73.90880458321473 40.63925907922548, -73.90834298005193 40.62695237226884, -73.89318783212777 40.62119342153504, -73.87849012701002 40.62773786705615, -73.87894390975265 40.640044666168045, -73.89410321817935 40.6458069285649))"
872aa5963ffffff,8,"POLYGON ((-75.39409156639618 42.014700831178445, -75.40902558091997 42.007852756539016, -75.40814538005624 41.99534305272972, -75.39233943564557 41.98968109850809, -75.37740891190988 41.99652559610791, -75.37828084141873 42.00903562397275, -75.39409156639618 42.014700831178445))"
872b99385ffffff,25,"POLYGON ((-77.71300820399055 43.21183812931016, -77.72798130779154 43.20459395647817, -77.72643711034173 43.19193722133274, -77.70992842969851 43.186523962410334, -77.69495834344131 43.1937643561152, -77.69649391951528 43.206421786862016, -77.71300820399055 43.21183812931016))"
872aa68b6ffffff,1,"POLYGON ((-78.28331179150082 42.852684503969584, -78.2980769298385 42.84539595422965, -78.29638889630164 42.83279751784297, -78.27994417923233 42.8274868490456, -78.26518184830631 42.834771608082804, -78.26686142620274 42.84737082563325, -78.28331179150082 42.852684503969584))"
872b99393ffffff,26,"POLYGON ((-77.83895380255687 43.20445668195112, -77.85390433247366 43.19719674638703, -77.85232567346831 43.18454284307586, -77.83580509552559 43.179148158954575, -77.8208575456718 43.18640430891936, -77.82242759291061 43.19905892759939, -77.83895380255687 43.20445668195112))"
872b8916effffff,2,"POLYGON ((-73.5672731015895 42.71188596858466, -73.5826848948995 42.705232273874394, -73.58229171761054 42.692619569497595, -73.56649529411118 42.68666052171121, -73.55108758616771 42.6933107387281, -73.55147221624003 42.70592348020033, -73.5672731015895 42.71188596858466))"
872aa5975ffffff,2,"POLYGON ((-75.42749644780638 42.05105595773801, -75.44243743885526 42.04420072294798, -75.44154752890363 42.031685893036844, -75.42572491105886 42.0260259675435, -75.41078740742765 42.0328776212464, -75.41166903383974 42.04539278053266, -75.42749644780638 42.05105595773801))"
872b8cad1ffffff,8,"POLYGON ((-73.52105524570253 44.31722300244829, -73.53702469182626 44.31047157309651, -73.53663041178903 44.2976410159688, -73.52027585518192 44.29156186142674, -73.50431080488589 44.29830974322277, -73.5046959152471 44.31114032603898, -73.52105524570253 44.31722300244829))"
872a10773ffffff,1020,"POLYGON ((-74.01355913216906 40.642602763159, -74.02824421517552 40.63603971323163, -74.0277513344843 40.62373342027711, -74.01258118935834 40.617990065981616, -73.99789973694156 40.62454970351795, -73.99838479889897 40.63685610677977, -74.01355913216906 40.642602763159))"
872a16d23ffffff,3,"POLYGON ((-74.54634162084872 42.307902945002745, -74.56148851195648 42.30114521868051, -74.56083287562863 42.288590135705086, -74.54503873998883 42.28279258613268, -74.52989560892613 42.28954678014035, -74.53054285319857 42.30210205502523, -74.54634162084872 42.307902945002745))"
872b89142ffffff,4,"POLYGON ((-73.66092336894731 42.70977409023289, -73.67632211724316 42.703107731662186, -73.67590330016964 42.6904951682311, -73.66009428093771 42.684548910421306, -73.64469959312083 42.69121178408362, -73.64510986392558 42.7038243994398, -73.66092336894731 42.70977409023289))"
872aa670bffffff,5,"POLYGON ((-78.7196153065754 42.273052458371055, -78.73412588102468 42.26575775938819, -78.73234134303709 42.25324857173618, -78.71605444924606 42.248033240549816, -78.70154648990464 42.255324157832646, -78.70332280838022 42.26783418704049, -78.7196153065754 42.273052458371055))"
872b89154ffffff,583,"POLYGON ((-73.69341082032284 42.74690412799891, -73.7088176866094 42.74023079322614, -73.70838962047607 42.72761293928756, -73.6925632478903 42.721668362107714, -73.67716044010176 42.72833820771513, -73.67757994626434 42.740956118642295, -73.69341082032284 42.74690412799891))"
872aa688cffffff,3,"POLYGON ((-78.20589315567946 42.74326927042856, -78.22063576364417 42.73599962843732, -78.21897284019427 42.72341522250641, -78.20257572809787 42.71809968972982, -78.1878359363857 42.72536555068533, -78.18949043969948 42.737950724468305, -78.20589315567946 42.74326927042856))"
872b993a9ffffff,308,"POLYGON ((-77.64545291465308 43.177504469104925, -77.66042558491641 43.17027179906005, -77.65890115734683 43.15761881891446, -77.64241267082022 43.15219782318555, -77.6274430331197 43.159426719576444, -77.62895884862671 43.17208038434269, -77.64545291465308 43.177504469104925))"
872a162a4ffffff,2,"POLYGON ((-74.57717370500748 41.424786115034244, -74.59203144482935 41.41808997393516, -74.59138000227485 41.40566472461947, -74.57587889850008 41.39993541911407, -74.56102477076178 41.406628068750486, -74.56166813446512 41.419053514372315, -74.57717370500748 41.424786115034244))"
872aa466dffffff,14,"POLYGON ((-77.0762740923954 42.16394787172654, -77.09100902676938 42.156870050944725, -77.08967132524899 42.1443525430672, -77.07360695729993 42.13891226836855, -77.05887508184851 42.14598639968124, -77.06020451479723 42.158504494177514, -77.0762740923954 42.16394787172654))"
872b8910cffffff,2,"POLYGON ((-73.71096154261221 42.80334675734141, -73.72638497750442 42.79666717300492, -73.72595156298961 42.78404134278095, -73.71010329437027 42.77809503621459, -73.69468392331363 42.78477112739167, -73.69510875690099 42.79739701726727, -73.71096154261221 42.80334675734141))"
872aa4635ffffff,2,"POLYGON ((-77.29948901285505 42.35990026769426, -77.31425212496634 42.352777907129756, -77.31284825401087 42.340234910305384, -77.29668959898618 42.33481365011153, -77.2819295099644 42.341932298374466, -77.28332505221094 42.35447591814562, -77.29948901285505 42.35990026769426))"
872aa49a4ffffff,13,"POLYGON ((-76.54185285492665 43.063824810253884, -76.55695992304358 43.05674559091603, -76.55574296270373 43.044095244510444, -76.53942755336676 43.038523607071674, -76.52432381743459 43.04559912302113, -76.52553215807245 43.05824997877907, -76.54185285492665 43.063824810253884))"
872aa4623ffffff,28,"POLYGON ((-77.2643836298866 42.32396532770403, -77.27914069329773 42.31685038982337, -77.27774741765282 42.30431210273552, -77.26160539535147 42.29888813536626, -77.2468513600618 42.305999364784576, -77.24823631829177 42.31853826904789, -77.2643836298866 42.32396532770403))"
872a10896ffffff,17,"POLYGON ((-73.67196736600684 41.17051004422906, -73.68686264659324 41.16395170061009, -73.68645468668602 41.15156476030238, -73.67115944419093 41.14573610546238, -73.6562679609478 41.15229103623584, -73.65666792273606 41.16467803371784, -73.67196736600684 41.17051004422906))"
872b8a0d9ffffff,1,"POLYGON ((-76.3637049441793 43.35861192236201, -76.3789365482652 43.35153413683006, -76.37776111518387 43.33884164546146, -76.36136281542315 43.333226455737716, -76.3461346375229 43.340300534292695, -76.34730133263218 43.35299350851828, -76.3637049441793 43.35861192236201))"
872b8caa5ffffff,6,"POLYGON ((-73.47765271165483 44.49160326276297, -73.49368980422442 44.484847311078205, -73.49330634719823 44.471994259383294, -73.47689503820074 44.465897140119736, -73.46086238775578 44.472649539893176, -73.46123660406748 44.485502609757816, -73.47765271165483 44.49160326276297))"
872aa68c2ffffff,3,"POLYGON ((-78.14683853099035 42.65182839235027, -78.16156142520288 42.64457383948173, -78.15991786679899 42.63200133293087, -78.1435598036106 42.626682620630405, -78.12883973131413 42.633933400275716, -78.13047489948559 42.64650666446164, -78.14683853099035 42.65182839235027))"
872b8911affffff,18,"POLYGON ((-73.83608179607596 42.80035905353175, -73.85148757957407 42.7936625619916, -73.85101984523315 42.781037019993384, -73.83515490657844 42.77510788900916, -73.81975315338207 42.78180087785213, -73.82021230837967 42.79442649934944, -73.83608179607596 42.80035905353175))"
872b8ca89ffffff,8,"POLYGON ((-73.53899945289692 44.374649382731114, -73.55498673869198 44.367891859338144, -73.55458685358809 44.355053811719685, -73.53820887552837 44.34897325793673, -73.52222599169032 44.355727229720685, -73.52261668382926 44.368565305817, -73.53899945289692 44.374649382731114))"
872aa0d03ffffff,6,"POLYGON ((-77.63046548679928 42.13319393187425, -77.64510539588096 42.126048042505396, -77.64361920372912 42.11354190723796, -77.6275013334795 42.10818098820366, -77.61286432688509 42.11532315875563, -77.61434228734858 42.127829966183235, -77.63046548679928 42.13319393187425))"
872b89136ffffff,137,"POLYGON ((-73.7775508698091 42.91558937261246, -73.793003106622 42.9088930322317, -73.79255029740715 42.896251375664406, -73.7766538738928 42.89030598844501, -73.76120570314768 42.89699882526988, -73.76164988969798 42.90964055183922, -73.7775508698091 42.91558937261246))"
872aa68eeffffff,2,"POLYGON ((-78.05355376689812 42.657590408798534, -78.06829344659563 42.65034725905281, -78.06667506632621 42.63777249403641, -78.05032540320927 42.63244013458969, -78.03558857266339 42.63967951564995, -78.03719855529174 42.65225502385758, -78.05355376689812 42.657590408798534))"
872b8b046ffffff,1,"POLYGON ((-75.27581103199 42.54766479392514, -75.2909347624287 42.54079219070854, -75.290076600775 42.52820517211975, -75.27410317494565 42.52249044871358, -75.25898304850709 42.52935945659136, -75.25983274352419 42.54194678220059, -75.27581103199 42.54766479392514))"
872a1072bffffff,2,"POLYGON ((-74.03071249793413 40.6975998097992, -74.04541257111282 40.6910303133871, -74.04491460783213 40.67871548918931, -74.0297244081567 40.67297004759545, -74.01502796991744 40.67953612765299, -74.01551809624925 40.69185106469633, -74.03071249793413 40.6975998097992))"
872b88185ffffff,3,"POLYGON ((-74.7507634662173 43.74693490965802, -74.76636340079446 43.740048281854015, -74.76562949205422 43.72729367948043, -74.74930457988872 43.72142547832501, -74.7337085911133 43.728308490209905, -74.73443356838311 43.74106331811397, -74.7507634662173 43.74693490965802))"
872b8b050ffffff,1,"POLYGON ((-75.3380212752057 42.54533847687753, -75.35313539349043 42.5384577753298, -75.35226030194087 42.52587138547225, -75.33627955610385 42.520165379335644, -75.32116902466963 42.52704248140941, -75.32203565183912 42.539629188080674, -75.3380212752057 42.54533847687753))"
872aa4988ffffff,14,"POLYGON ((-76.5936654839082 42.94700701916045, -76.60872635323518 42.939929907171866, -76.60749825500334 42.92729627000169, -76.5912178608607 42.92173922701531, -76.57616029225865 42.928812638294616, -76.57737981648867 42.94144679225521, -76.5936654839082 42.94700701916045))"
872b89120ffffff,5,"POLYGON ((-73.68220974069587 42.879870484406375, -73.69766266407143 42.87318964258068, -73.69723642790795 42.86055310382413, -73.68136587782475 42.85459735093649, -73.66591703941874 42.86127469827942, -73.66633466599032 42.87391129196302, -73.68220974069587 42.879870484406375))"
872a16276ffffff,8,"POLYGON ((-74.3592790508395 41.319555015269685, -74.3741323697198 41.31289534911253, -74.37354033601567 41.300485617780595, -74.35810302825118 41.294735388927755, -74.34325335999638 41.30139158435328, -74.34383734866304 41.31380147838306, -74.3592790508395 41.319555015269685))"
872aa492effffff,2,"POLYGON ((-76.33230384842278 43.016491225370125, -76.34742700857238 43.00944330349704, -76.34626898163455 42.996797574206305, -76.32999640375884 42.991199289882815, -76.31487662789725 42.998243523790556, -76.31602604507515 43.01088972896769, -76.33230384842278 43.016491225370125))"
872b89186ffffff,24,"POLYGON ((-73.97910001371277 42.853674091414604, -73.99450447157326 42.84695440487709, -73.9939968830649 42.83432129473302, -73.97809343497485 42.82840776798643, -73.96269297882688 42.8351239383683, -73.96319196887484 42.84775715062385, -73.97910001371277 42.853674091414604))"
872aa0db3ffffff,1,"POLYGON ((-77.8681083761732 42.17587904315879, -77.88272459155148 42.16869951397055, -77.88117297327165 42.15619055474855, -77.8650133734617 42.15086041444631, -77.85040000005753 42.15803620987268, -77.85194338374885 42.17054587838995, -77.8681083761732 42.17587904315879))"
872aa599dffffff,69,"POLYGON ((-75.79963589735847 42.07370354804737, -75.81453106172255 42.066797903983414, -75.81354024122058 42.05428195963389, -75.7976625379522 42.048671270873804, -75.78277076542335 42.0555733081915, -75.78375330388916 42.068089640020595, -75.79963589735847 42.07370354804737))"
872aa598bffffff,18,"POLYGON ((-75.76591889948915 42.037444516831115, -75.78080727833336 42.03054608425513, -75.77982632885306 42.018035193768796, -75.76396527014117 42.01242235278989, -75.74908028682181 42.019317182629024, -75.7500529662569 42.03182845518978, -75.76591889948915 42.037444516831115))"
872b9936dffffff,3,"POLYGON ((-77.28631684760283 43.08299207314013, -77.30131537506729 43.07581363590673, -77.29989288062436 43.063168904515095, -77.28348045270519 43.05770198220553, -77.2684850484192 43.06487667079903, -77.26989894817692 43.07752202933213, -77.28631684760283 43.08299207314013))"
872b8b0e0ffffff,1,"POLYGON ((-75.41711685463667 42.56126656035234, -75.43222489447335 42.55437416670487, -75.431327913408 42.54178591348857, -75.41533136047634 42.5360897235876, -75.40022688857707 42.54297851160684, -75.40111540127691 42.55556709414226, -75.41711685463667 42.56126656035234))"
872aa4914ffffff,5,"POLYGON ((-76.46147985745013 43.048581144632976, -76.47659409333774 43.04151370365555, -76.47539967302502 43.028864702631765, -76.45909963329929 43.02328264503495, -76.44398875005797 43.0303463883654, -76.4451745533269 43.04299588592055, -76.46147985745013 43.048581144632976))"
872b8b0ccffffff,1,"POLYGON ((-75.44282858208327 42.48456216290255, -75.45790788343014 42.47767209053592, -75.45700539182971 42.46509488906268, -75.44103203816121 42.459407425816835, -75.42595628598694 42.46629389459645, -75.42685033791155 42.47887142919847, -75.44282858208327 42.48456216290255))"
872aa6864ffffff,12,"POLYGON ((-77.82722661093814 42.72830428223491, -77.84202500277443 42.721084260155, -77.84046584087714 42.7084961849929, -77.82411672229955 42.703127422248706, -77.8093212527842 42.710343683934646, -77.8108719787642 42.72293246776808, -77.82722661093814 42.72830428223491))"
872b99341ffffff,9,"POLYGON ((-77.3805683411309 43.07782742551702, -77.39555039461332 43.070637104510126, -77.39410212908861 43.057994284173795, -77.37768039755358 43.05254114188087, -77.36270143955738 43.059727709142514, -77.36414111689889 43.07237117143397, -77.3805683411309 43.07782742551702))"
872b891aaffffff,23,"POLYGON ((-73.91500783381942 42.81736518489315, -73.93040874936214 42.81065674589832, -73.92991916565117 42.798028759812375, -73.91403725151217 42.79210911970338, -73.89864034836317 42.79881404914423, -73.89912134678812 42.81144212722056, -73.91500783381942 42.81736518489315))"
872b8a069ffffff,1,"POLYGON ((-76.00134117099547 43.39387274089196, -76.01663909933414 43.38684083635367, -76.0155633580352 43.37414051343015, -75.99919845186916 43.36847166876662, -75.98390405817736 43.3754998878546, -75.98497103549502 43.388200636021544, -76.00134117099547 43.39387274089196))"
872aa4693ffffff,2,"POLYGON ((-77.61745014074135 42.28520755934816, -77.63214017154297 42.278050712659436, -77.63065260322035 42.26552253027201, -77.614483289894 42.26015052196617, -77.59979618429638 42.267303642612966, -77.60127546611157 42.279832496627165, -77.61745014074135 42.28520755934816))"
872aa4902ffffff,3,"POLYGON ((-76.42651157344054 43.012112664862585, -76.44161910176942 43.00505261717852, -76.44043525567416 42.992408345324215, -76.424152485371 42.986823629362014, -76.40904831421024 42.99387998340069, -76.410223555622 43.006524746028674, -76.42651157344054 43.012112664862585))"
872b8b0daffffff,1,"POLYGON ((-75.56706573140153 42.47969706231704, -75.58212563877001 42.47279091311854, -75.58118940057489 42.46021509296256, -75.56520168939872 42.454545068347876, -75.55014529689483 42.46144760586583, -75.55107310028704 42.47402377866961, -75.56706573140153 42.47969706231704))"
872ab5b14ffffff,22,"POLYGON ((-79.35779846117542 42.47496894788473, -79.37226699445343 42.46757738603036, -79.3703021624357 42.455051598460095, -79.35387704447673 42.44991642953535, -79.33941096694026 42.45730416964552, -79.34136755065293 42.46983089946997, -79.35779846117542 42.47496894788473))"
872aa46cbffffff,2,"POLYGON ((-77.39325641416819 42.0900396031834, -77.40791940441032 42.08292740365771, -77.40649845345894 42.07042439941674, -77.39042273951438 42.06503295863716, -77.37576271162933 42.07214145460957, -77.37717543466306 42.08464509393711, -77.39325641416819 42.0900396031834))"
872a16214ffffff,12,"POLYGON ((-74.500312327054 41.40853080028771, -74.51517518427444 41.401845944941726, -74.51454444430401 41.389423007727096, -74.49905892105312 41.38368474043507, -74.48419969282972 41.39036611058111, -74.48482235862163 41.402789232236685, -74.500312327054 41.40853080028771))"
872b99319ffffff,273,"POLYGON ((-77.56451909709578 43.16301678437449, -77.57949990042842 43.15579578833863, -77.57799824990408 43.143143680966965, -77.56152440614301 43.13771189689676, -77.54654665681862 43.14492912450426, -77.54803969650386 43.157581903602015, -77.56451909709578 43.16301678437449))"
872aa6810ffffff,2,"POLYGON ((-78.10419692563963 42.80671698310013, -78.11897622800308 42.79945508864497, -78.1173387665365 42.78686020708316, -78.10093045115049 42.78152646627046, -78.08615400193821 42.78878458163606, -78.08778301415454 42.80138021591535, -78.10419692563963 42.80671698310013))"
872b8a00bffffff,19,"POLYGON ((-76.21566182879639 43.48014191764655, -76.2309563870666 43.47307493326609, -76.2298189887013 43.46036462592799, -76.21339582136868 43.454720842018304, -76.19810474992606 43.461784122822834, -76.19923335844184 43.47449489007738, -76.21566182879639 43.48014191764655))"
872b8d555ffffff,3,"POLYGON ((-73.48946005013623 43.79922945601545, -73.50525253413097 43.79251497873205, -73.50487164186434 43.77975282430299, -73.48870722829608 43.773705124232926, -73.47291904960042 43.78041608002277, -73.47329097906102 43.79317825631626, -73.48946005013623 43.79922945601545))"
872aa46f1ffffff,1,"POLYGON ((-77.40604583970742 42.202658090630386, -77.42074250190745 42.19553497419083, -77.41931463572979 42.18301587347057, -77.4031983740358 42.1776192501202, -77.38850468508296 42.184738656438796, -77.38992428390148 42.19725839524782, -77.40604583970742 42.202658090630386))"
872aa4960ffffff,23,"POLYGON ((-76.21396054306243 42.92668103820343, -76.22907190840058 42.919655574990415, -76.22794866645302 42.90702131341755, -76.21172263898251 42.90141205738362, -76.19661467781104 42.90843384459055, -76.19772933941647 42.921068562819684, -76.21396054306243 42.92668103820343))"
872a1622effffff,1,"POLYGON ((-74.37709726538365 41.374972025281366, -74.39196584954972 41.3683058367775, -74.39136836533052 41.35588778429735, -74.37591036068402 41.350135753904034, -74.36104543133337 41.356798467676306, -74.36163485159304 41.369216685591674, -74.37709726538365 41.374972025281366))"
872b8a01dffffff,1,"POLYGON ((-76.25081852615081 43.516860412234514, -76.26612005137828 43.50978601460335, -76.26497195010595 43.49707103884659, -76.24853112578505 43.49142999394926, -76.23323308291631 43.49850068393872, -76.23437238145621 43.51121612543077, -76.25081852615081 43.516860412234514))"
872b99323ffffff,16,"POLYGON ((-77.47896278352994 43.24430532313228, -77.49398373236973 43.23708908073582, -77.49250302616636 43.22442467876258, -77.47601001617832 43.21897585919763, -77.46099215694014 43.226188333800735, -77.46246421735437 43.23885339474997, -77.47896278352994 43.24430532313228))"
872a15463ffffff,24,"POLYGON ((-72.68729664708617 40.91168571713134, -72.70223165802739 40.90527622136367, -72.70208547232785 40.89293229275839, -72.68701218233119 40.88699795150013, -72.67208116284495 40.89340412335679, -72.6722194419158 40.905747959414654, -72.68729664708617 40.91168571713134))"
872a1004dffffff,242,"POLYGON ((-73.62647590122978 40.68950207586908, -73.64122487981663 40.68298562692868, -73.6408330575912 40.670672525179775, -73.62570009244347 40.66487582001989, -73.61095484500487 40.67138888284788, -73.61133883145507 40.68370203598538, -73.62647590122978 40.68950207586908))"
872b89650ffffff,14,"POLYGON ((-74.23681187303939 42.31705565627641, -74.25200374701156 42.31033874458065, -74.25143206292546 42.29778196125944, -74.23567690348185 42.2919419453317, -74.22048887214403 42.29865534692417, -74.22105215740176 42.31121227353666, -74.23681187303939 42.31705565627641))"
872b8a802ffffff,4,"POLYGON ((-75.83079099561354 43.84186631503802, -75.84626543343279 43.834825177841054, -75.84522687770774 43.82206329747123, -75.82872282675947 43.816342153341665, -75.81325204292035 43.823379594443104, -75.81428165555222 43.83614187471841, -75.83079099561354 43.84186631503802))"
872a144d0ffffff,2,"POLYGON ((-73.78469912229127 41.80254525773511, -73.7997829748404 41.79592583973091, -73.79933910866428 41.78344416091936, -73.78381960727185 41.77758182587015, -73.76873962792406 41.784197792208516, -73.76917527662572 41.79667954426602, -73.78469912229127 41.80254525773511))"
872b8a814ffffff,1,"POLYGON ((-75.86591195084007 43.87884266468636, -75.88139369030593 43.87179412908002, -75.88034442845938 43.85902758659589, -75.86382238318272 43.85330917294209, -75.84834429348426 43.86035400830745, -75.84938459879093 43.873120956515464, -75.86591195084007 43.87884266468636))"
872a15475ffffff,1,"POLYGON ((-72.71776401591109 40.9482562655361, -72.73270700828823 40.94184011571032, -72.73255267198057 40.92949041200155, -72.71746326256338 40.923556945245274, -72.70252426065632 40.929969767002504, -72.70267067770764 40.942319382615366, -72.71776401591109 40.9482562655361))"
872a1005bffffff,1869,"POLYGON ((-73.74603450664276 40.6865745749097, -73.76076746209112 40.68004281146461, -73.76034429978304 40.667729960733595, -73.74519601644228 40.66194880291121, -73.73046676295382 40.668477171470236, -73.73088209071956 40.680790091775094, -73.74603450664276 40.6865745749097))"
872b88964ffffff,2,"POLYGON ((-73.92773081996286 43.96191914902958, -73.94352019036023 43.95513274309427, -73.9430145134851 43.94234842093873, -73.92672849172762 43.93635041120412, -73.91094333605037 43.94313325344311, -73.91143998722369 43.955917668047896, -73.92773081996286 43.96191914902958))"
872b9ba5affffff,5,"POLYGON ((-78.71385451892705 43.111054608333326, -78.72863214142619 43.103689816400376, -78.7268163948255 43.09106303998409, -78.7102315488918 43.08580020306425, -78.69545663997472 43.093161169384985, -78.69726386249542 43.10578879725084, -78.71385451892705 43.111054608333326))"
872b886f5ffffff,12,"POLYGON ((-75.18182105415788 43.25426324123211, -75.19719238019599 43.24735193260411, -75.19634691980562 43.234665734163436, -75.18013886579527 43.22889054944693, -75.16477128227912 43.2357982348693, -75.16560800987502 43.248484727177065, -75.18182105415788 43.25426324123211))"
872a16a0bffffff,18,"POLYGON ((-74.02052482199149 41.5718631497237, -74.035503403775 41.56522920122102, -74.03499870337077 41.55278155440749, -74.01952355630603 41.54696774490005, -74.00454875037684 41.55359823512708, -74.00504531548506 41.56604599214864, -74.02052482199149 41.5718631497237))"
872a15459ffffff,20,"POLYGON ((-72.77635211820554 40.83619349967626, -72.7912523594323 40.82977764802146, -72.79108298908815 40.817444863134696, -72.77602125951523 40.81152800750696, -72.76112497589668 40.817940531688116, -72.76128646424613 40.83027323800459, -72.77635211820554 40.83619349967626))"
872b886d9ffffff,36,"POLYGON ((-75.23728423988446 43.13786306686222, -75.25260864236454 43.130952574028846, -75.25175000566531 43.11828265785016, -75.23557565346927 43.11252293104073, -75.22025495923688 43.11942980243078, -75.22110490857068 43.13210002104094, -75.23728423988446 43.13786306686222))"
872b9ba76ffffff,24,"POLYGON ((-78.66730186687515 43.22898060241726, -78.68212524191414 43.2216120203185, -78.6803176169382 43.20896826281918, -78.66369518707323 43.20369224075738, -78.64887455328147 43.211056993352585, -78.65067360719351 43.22370159652164, -78.66730186687515 43.22898060241726))"
872aa6035ffffff,2,"POLYGON ((-78.41626133235918 42.55871725095904, -78.43091118264593 42.5514363132024, -78.42919782435355 42.53888129471144, -78.41284295552245 42.53360641464883, -78.3981958393016 42.54088357039859, -78.39990085700731 42.553439387242285, -78.41626133235918 42.55871725095904))"
872b8b89dffffff,5,"POLYGON ((-75.20503577471744 42.89166541956045, -75.22028290093331 42.884777038004025, -75.21943773890688 42.87214118912249, -75.20335404578668 42.86639342407283, -75.18811059711875 42.87327819837288, -75.18894716365195 42.88591434395406, -75.20503577471744 42.89166541956045))"
